feature,metadata,value,coef,stderr,N,N.not.0,pval,ref_value,pval.adj
Streptococcus__iniae,Control_type,Buffer,0.97728567459698,0.43981147444761,262,44,0.0271539940661734,PCR,0.11792814900202074
Veillonella__dispar,Control_type,Paraffin,-2.46670691224891,1.111750537094,262,92,0.0273804728233555,PCR,0.11859471069051021
Mesorhizobium__sp.__M2A.F.Ca.ET.043.02.1.1,Control_type,Buffer,0.942282165865575,0.425290150458376,262,27,0.0275975453928386,PCR,0.1185992361696156
Bradyrhizobium__symbiodeficiens,Control_type,Paraffin,1.2970802408735,0.585667222252923,262,46,0.0276612496654061,PCR,0.11864082864303085
Prevotella__jejuni,Control_type,Buffer,-1.60103599301107,0.724333978254336,262,39,0.0279652293474493,PCR,0.1197108063294321
Candidatus__Vallotia__cooleyia,Control_type,Buffer,0.83844939173531,0.379498644248759,262,36,0.0280352043273735,PCR,0.11977686518076305
Micrococcus__luteus,Control_type,Paraffin,2.48102924485689,1.12461149989691,262,47,0.0282640015549224,PCR,0.12028633219885579
Bradyrhizobium__sp.__WD16,Control_type,Buffer,2.25172203830751,1.02127219589037,262,70,0.0283563069140948,PCR,0.12044574464865027
Streptococcus__agalactiae,Control_type,Buffer,1.82703330409134,0.83060488434629,262,109,0.0287264709920466,PCR,0.12077815106234024
Streptococcus__pneumoniae,Control_type,Buffer,3.13684389985195,1.42592277534746,262,176,0.0287101212912165,PCR,0.12077815106234024
Ruminococcus__sp.__FMBCY1,Control_type,Buffer,1.15029835771591,0.522990261750116,262,28,0.0287392462687899,PCR,0.12077815106234024
Sphingomonas__paeninsulae,Control_type,Buffer,-0.915435221548509,0.416579032860411,262,43,0.0288803024597525,PCR,0.12077815106234024
Burkholderia__territorii,Control_type,Buffer,0.91050218505262,0.41456482962979,262,34,0.0289687004622018,PCR,0.12077815106234024
Streptococcus__pseudopneumoniae,Control_type,Buffer,1.76770686684328,0.805919537895464,262,128,0.0291779141688426,PCR,0.12096609088033088
Paucibacter__sediminis,Control_type,Buffer,2.11939001542855,0.969876650852486,262,50,0.029779739044081,PCR,0.12292538898646968
Pseudomonas__aeruginosa,Control_type,Paraffin,-1.62546242291709,0.745214039780273,262,47,0.0300786827091867,PCR,0.12323729368886732
Burkholderia__plantarii,Control_type,Buffer,0.928008855490917,0.425900777827803,262,32,0.0302488925135903,PCR,0.12323729368886732
Burkholderia__singularis,Control_type,Buffer,0.88864529621526,0.407669301304744,262,35,0.0301822880573241,PCR,0.12323729368886732
Paracoccus__jeotgali,Control_type,Paraffin,1.7634733238062,0.809878024295716,262,33,0.0303600552216034,PCR,0.12323729368886732
Paracoccus__sp.__S3.43,Control_type,Paraffin,1.95947114013116,0.898723915105284,262,54,0.030147608328877,PCR,0.12323729368886732
Streptococcus__sp.__DTU_2020_1000888_1_SI_GRL_NUU_041A,Control_type,Buffer,1.27373211480648,0.584964695553326,262,42,0.0303603715326399,PCR,0.12323729368886732
Streptococcus__sp.__zg.86,Control_type,Buffer,1.1699999612617,0.539976595576024,262,42,0.0311757936645085,PCR,0.1258493435427586
Bradyrhizobium__cosmicum,Control_type,Paraffin,1.7044964747433,0.78770505915981,262,39,0.031398977910872,PCR,0.12626807692826553
Sphingomonas__sp.__FARSPH,Control_type,Paraffin,2.55849372886721,1.1831433125772,262,185,0.0315095201077821,PCR,0.12626807692826553
Paracoccus__liaowanqingii,Control_type,Buffer,-1.00172152514012,0.463793183671836,262,29,0.0317132520662282,PCR,0.12641679272663972
Prevotella__intermedia,Control_type,Buffer,-1.37061286755871,0.638055466508969,262,32,0.0326436863528236,PCR,0.128699345118134
Blautia__wexlerae,Control_type,Buffer,1.8115462064801,0.844681483906256,262,36,0.0329223814093865,PCR,0.12937696038825924
Roseateles__sp.__DAIF2,Control_type,Buffer,1.58303582675809,0.738179301960614,262,49,0.0329333883684139,PCR,0.12937696038825924
Ruminococcus__sp.__FMB.CY1,Control_type,Buffer,0.96826264794976,0.45191239841944,262,27,0.0330893859764819,PCR,0.12962841176022155
Sphingosinithalassobacter__tenebrarum,Control_type,Paraffin,1.22467328362012,0.572633297284785,262,56,0.0334090600130851,PCR,0.13008208473179944
Streptococcus__pasteurianus,Control_type,Buffer,1.28439848782538,0.601274810920172,262,53,0.0336179300010027,PCR,0.13045009438723829
X.Ruminococcus.__lactaris,Control_type,Buffer,1.24606951619339,0.583346360711446,262,36,0.0336223831617381,PCR,0.13045009438723829
Sphingomonas__rhizophila,Control_type,Paraffin,1.33091692945599,0.623815631338215,262,32,0.0338338564034149,PCR,0.13080272669600504
Paraclostridium__sordellii,Control_type,Buffer,0.690197935678396,0.323718832432567,262,31,0.0339515274210942,PCR,0.13080272669600504
Lachnospira__eligens,Control_type,Buffer,1.44268803172431,0.677000529213133,262,27,0.0340422121842866,PCR,0.13092241323413903
Hungatella__hathewayi,Control_type,Buffer,1.52592178900387,0.716414242036881,262,45,0.0341302307923732,PCR,0.1310314454896006
Leclercia__adecarboxylata,Control_type,Buffer,0.948114574726162,0.445483546749266,262,42,0.0342690538950455,PCR,0.13119024284542344
Anaerocolumna__chitinilytica,Control_type,Buffer,0.977984422346174,0.459575065458124,262,31,0.0342910744049513,PCR,0.13119024284542344
Sphingomonas__cannabina,Control_type,Paraffin,1.65575348737991,0.781347904719001,262,77,0.035045110612471,PCR,0.1336094842100457
Fenollaria__massiliensis,Control_type,Buffer,1.08038451804419,0.51169150731434,262,27,0.0357074865722656,PCR,0.13531110684511752
Haemophilus__sp.__oral__taxon__036,Control_type,Buffer,1.29553936522758,0.615784967157465,262,40,0.0363642534491661,PCR,0.1372094511587092
Cytobacillus__oceanisediminis,Control_type,Buffer,-1.38702721055188,0.659661179604956,262,27,0.0364742183020965,PCR,0.13738830770395183
Aquibium__oceanicum,Control_type,Buffer,1.02454668500453,0.487827002907728,262,31,0.0366875891419102,PCR,0.137645422958484
Selenobaculum__gbiensis,Control_type,Paraffin,-0.758533427718422,0.361250785050832,262,27,0.0367305181483022,PCR,0.137645422958484
Erythrobacter__sp.,Control_type,Buffer,-1.69794194294079,0.81091222176845,262,113,0.0372556390864565,PCR,0.1389021790048531
Sphingomonas__sp.__7.4.4,Control_type,Paraffin,2.18648305236015,1.045448680312,262,165,0.0374752542405931,PCR,0.1394841666310889
Burkholderia__orbicola,Control_type,Buffer,0.982768720238503,0.470390352618588,262,31,0.0376716443765794,PCR,0.13973968748104632
Streptococcus__sobrinus,Control_type,Buffer,1.49786689389707,0.71859842564077,262,38,0.0381126398847253,PCR,0.13973968748104632
Paracidovorax__avenae,Control_type,Paraffin,-1.66582072761723,0.798851787837696,262,41,0.0380356412895229,PCR,0.13973968748104632
Murdochiella__vaginalis,Control_type,Buffer,1.13156360211302,0.542715736522701,262,28,0.0380600351892647,PCR,0.13973968748104632
Sphingomonas__sp.__So64.6b,Control_type,Buffer,-2.89558341725535,1.38917877367957,262,188,0.0381166087436916,PCR,0.13973968748104632
Segatella__oris,Control_type,Buffer,-1.37488754363459,0.660710319485377,262,37,0.038435157555071,PCR,0.14067267665155986
Methylobacterium__sp.__17Sr1.1,Control_type,Paraffin,1.27581596037759,0.613576437122689,262,29,0.0385843482992284,PCR,0.14098374187205587
Streptococcus__cristatus,Control_type,Buffer,1.78572882092958,0.859725242223443,262,128,0.0387903371351273,PCR,0.14126630240255314
Burkholderia__seminalis,Control_type,Buffer,0.81620276122436,0.392808414899781,262,31,0.0387185096672142,PCR,0.14123894888571825
Enterobacter__cloacae__complex__sp.__ECL112,Control_type,Buffer,1.11030236142287,0.536245225779839,262,45,0.0394069551289163,PCR,0.14280144135825115
Peptoniphilus__ivorii,Control_type,Buffer,1.59605620964955,0.771328849297499,262,36,0.0395281643913783,PCR,0.14296081556592466
Neisseria__meningitidis,Control_type,Buffer,1.0589547656516,0.512150463632951,262,41,0.0396765140775008,PCR,0.14301933707375244
Piscinibacter__gummiphilus,Control_type,Buffer,2.01298997559824,0.973811252992841,262,69,0.0397275936315979,PCR,0.14301933707375244
Edwardsiella__ictaluri,Control_type,Buffer,1.02694135167568,0.497410536636233,262,41,0.0399705058399855,PCR,0.14302182658856916
Piscinibacter__sp.__XHJ.5,Control_type,Buffer,1.47476227639113,0.714510558390194,262,40,0.0400237743201239,PCR,0.14302182658856916
Sodalis__glossinidius,Control_type,Buffer,0.884081924952981,0.429349592609674,262,36,0.0404944108266271,PCR,0.14413163442947696
Sphingomonas__sp.__LM7,Control_type,Paraffin,1.26401283086997,0.614044122098109,262,47,0.0405537499505945,PCR,0.14413163442947696
Enterobacter__cloacae,Control_type,Buffer,1.10329833648703,0.536715966802103,262,41,0.0408308954241411,PCR,0.1441553799861959
Fenollaria__sporofastidiosus,Control_type,Buffer,1.04355728848506,0.507644555789843,262,28,0.0408271605375042,PCR,0.1441553799861959
Bradyrhizobium__prioritasuperba,Control_type,Buffer,1.53310202958088,0.746074652228984,262,34,0.0409044330516786,PCR,0.14418320221747385
Rugamonas__sp.__DEMB1,Control_type,Buffer,0.887874278147762,0.432341602454087,262,30,0.0410263564029287,PCR,0.14438121580261445
Bradyrhizobium__sp.__BWA.3.5,Control_type,Buffer,-1.36250073494705,0.663966271007975,262,27,0.041180623690098,PCR,0.14446110163491246
Burkholderia__sp.__MSMB0856,Control_type,Buffer,0.833427445036707,0.406281766244263,262,29,0.0412502067345586,PCR,0.1444744082760617
Blautia__massiliensis__.ex__Durand__et__al.__2017.,Control_type,Buffer,1.17473701688835,0.573170954015787,262,32,0.0414283687479861,PCR,0.1448673531378622
Streptococcus__suis,Control_type,Buffer,2.10233249549088,1.03094136035761,262,139,0.0424535351791448,PCR,0.1474481427938517
Lysinibacillus__sphaericus,Control_type,Buffer,0.977657460419265,0.479670863886643,262,38,0.0425593791506072,PCR,0.1474481427938517
Enterobacter__bugandensis,Control_type,Buffer,0.947874200043103,0.465080625773955,262,44,0.0425692725552377,PCR,0.1474481427938517
Pandoraea__sp.__XY.2,Control_type,Buffer,1.08398608952997,0.53314804053262,262,30,0.0430659797909243,PCR,0.1483052004734133
Peribacillus__asahii,Control_type,Buffer,-1.44858620082507,0.714217106978271,262,46,0.0435737034657576,PCR,0.14911350916469487
Blautia__obeum,Control_type,Buffer,1.58108236190261,0.781017268252238,262,34,0.0439685340665484,PCR,0.1495934645444579
Delftia__sp.__Cs1.4,Control_type,Buffer,-1.05732815894242,0.523137894287914,262,36,0.0443074061973353,PCR,0.15038495210100203
uncultured__Subdoligranulum__sp.,Control_type,Buffer,0.882732700731549,0.43775925850523,262,29,0.0447941024541994,PCR,0.1513351522914183
Caballeronia__sp.__SBC1,Control_type,Buffer,0.886098816055746,0.43974678582746,262,30,0.0449478566907934,PCR,0.15138879339414466
Neisseria__macacae,Control_type,Buffer,1.61392668302784,0.802358145600768,262,44,0.0453228649248973,PCR,0.1521601717376157
Caminibacter__mediatlanticus,Control_type,Buffer,-1.00818789789339,0.501362246215174,262,30,0.0453847506776586,PCR,0.1521601717376157
Janthinobacterium__sp.__PAMC25594,Control_type,Buffer,0.706694010738665,0.351737651816815,262,29,0.0455708543821556,PCR,0.15255121375489894
Mannheimia__haemolytica,Control_type,Buffer,0.970881754493034,0.483391172551433,262,35,0.0456424678337745,PCR,0.1525583856361778
Anaerococcus__obesiensis,Control_type,Buffer,1.39028633429576,0.693555514706345,262,40,0.0460612366152904,PCR,0.15349085828099804
Sphingomonas__paeninsulae,Control_type,Paraffin,0.948518115228499,0.476102921165718,262,43,0.0474052187165069,PCR,0.15725356541004404
Streptococcus__sp.__FDAARGOS_522,Control_type,Buffer,1.20238173282584,0.605790974677887,262,63,0.0482326935644106,PCR,0.15951655883651458
uncultured__Roseateles__sp.,Control_type,Buffer,1.45081451428566,0.731591706984082,262,45,0.0484256494632891,PCR,0.1599138740171171
Novosphingobium__sp.__KA1,Control_type,Buffer,-1.0227362784262,0.516123844010735,262,32,0.0485969313394832,PCR,0.16023853036262029
Streptococcus__ruminicola,Control_type,Buffer,0.845276083424954,0.427397629334026,262,44,0.0490318736368826,PCR,0.160707454487454
Sphingosinithalassobacter__sp.__CS137,Control_type,Paraffin,1.39487416094393,0.7050841946851,262,49,0.0489659153693112,PCR,0.160707454487454
Serratia__plymuthica,Control_type,Buffer,0.8537923380279,0.432554775957739,262,27,0.049475519419181,PCR,0.1615019906323883
Serratia__ureilytica,Control_type,Buffer,0.882711241304553,0.448077861674148,262,43,0.0499167693147375,PCR,0.162395889503946
Rahnella__victoriana,Control_type,Buffer,0.893015053397587,0.453984813938468,262,30,0.0502562646143364,PCR,0.16302641608764884
Blautia__parvula,Control_type,Buffer,0.912536392824725,0.463914611091286,262,27,0.0502590545042524,PCR,0.16302641608764884
Streptococcus__periodonticum,Control_type,Buffer,0.740940182081402,0.37778775093956,262,41,0.0509325384796448,PCR,0.1647243807088365
Sphingomonas__lacunae,Control_type,Paraffin,0.743682528268026,0.380107627785837,262,29,0.0514928219965362,PCR,0.16580856696724663
Aquabacterium__olei,Control_type,Buffer,1.7727224979423,0.906283105324539,262,61,0.051548362113839,PCR,0.16580856696724663
Roseburia__hominis,Control_type,Buffer,1.5606211110075,0.798061023206597,262,44,0.051610012882866,PCR,0.16580856696724663
Sphingomonas__sp.__NY01,Control_type,Paraffin,2.48878576767383,1.27372187885463,262,133,0.0517963009742856,PCR,0.16580856696724663
Bradyrhizobium__barranii,Control_type,Paraffin,0.895538676256978,0.460558472065307,262,40,0.0529349636350947,PCR,0.16774196268783256
Candidatus__Vallotia__lariciata,Control_type,Buffer,0.754386702905338,0.388329150194214,262,28,0.053155215528847,PCR,0.1678359782066371
Sphingomonas__sp.__CL5.1,Control_type,Paraffin,1.97314657678312,1.01586609883357,262,152,0.0531939165900817,PCR,0.1678359782066371
Streptococcus__toyakuensis,Control_type,Buffer,1.83512249752975,0.94615339197231,262,153,0.0535315406866662,PCR,0.16859386630300197
Blautia__hydrogenotrophica,Control_type,Buffer,0.982659743253478,0.506760071076087,262,31,0.0535876678868376,PCR,0.16859386630300197
Mycetohabitans__endofungorum,Control_type,Buffer,0.694428457257107,0.358409994101532,262,31,0.0537810092228016,PCR,0.16871870893324617
Brucella__abortus,Control_type,Buffer,0.812022539922124,0.419370702738273,262,34,0.0539330814890679,PCR,0.16895441790298588
Streptococcus__sp.__S1,Control_type,Paraffin,-1.82197234274859,0.941461326800032,262,101,0.0540597535596404,PCR,0.16910999831477252
Simiaoa__sunii,Control_type,Buffer,1.22751646910827,0.635571339863344,262,31,0.0545425514230123,PCR,0.1701355723365554
Vagococcus__fluvialis,Control_type,Paraffin,-0.905958815614643,0.469462660989436,262,47,0.054739238089784203,PCR,0.17050690332647675
Mycetohabitans__rhizoxinica,Control_type,Buffer,0.692043227695332,0.359753727509854,262,29,0.0555062912146301,PCR,0.1726512967525888
Lachnoanaerobaculum__umeaense,Control_type,Buffer,0.938571869633107,0.48904206565902,262,34,0.0560701194834761,PCR,0.17366711196856632
Sphingomonas__sp.__S1.29,Control_type,Paraffin,1.22448276784013,0.638673783260393,262,50,0.0563220192226982,PCR,0.17395661633339699
Enterocloster__asparagiformis,Control_type,Buffer,1.03173380955251,0.538760803722629,262,38,0.0566052227422752,PCR,0.17434091043763864
Herbaspirillum__frisingense,Control_type,Buffer,0.95308895659246,0.499852770596762,262,31,0.0576738512822303,PCR,0.17597916875544212
Bradyrhizobium__sp.__ORS__278,Control_type,Paraffin,0.946676348309192,0.49732620198063,262,31,0.0580926408782513,PCR,0.17669174427789452
Enterobacter__asburiae,Control_type,Buffer,0.966326743710183,0.507814760568509,262,37,0.0581739049889128,PCR,0.17669418444765214
Streptococcus__sp.__A12,Control_type,Buffer,1.81781742096325,0.957207256101325,262,118,0.0586775699775736,PCR,0.17797782274965693
Streptococcus__sp.__LPB0220,Control_type,Paraffin,-2.32973483655346,1.22829751839169,262,93,0.0589907096546384,PCR,0.17849859190501993
Streptococcus__sp.__29892,Control_type,Buffer,0.927667566176817,0.48983356060767,262,35,0.0593732964783778,PCR,0.17902363677675787
Sphingobium__sp.__RAC03,Control_type,Paraffin,1.17138717062632,0.618662875575279,262,35,0.0594299777824483,PCR,0.17902363677675787
Neisseria__lactamica,Control_type,Buffer,0.794664704567799,0.422075686791817,262,30,0.0608676469937009,PCR,0.1824096321923156
Actinobacillus__pleuropneumoniae,Control_type,Buffer,0.889050429068891,0.472614187234328,262,33,0.0610886320296597,PCR,0.18276653397429524
Enterococcus__gallinarum,Control_type,Buffer,0.993139688670841,0.528643375896295,262,48,0.0614276383899057,PCR,0.18337163925271385
Ralstonia__syzygii,Control_type,Buffer,0.748850196033833,0.398779048761481,262,34,0.0615374595049356,PCR,0.18337163925271385
Avibacterium__paragallinarum,Control_type,Buffer,0.900016719066997,0.47976754994094,262,36,0.061800957601855,PCR,0.18389553237625147
Yersinia__enterocolitica,Control_type,Buffer,0.786210220241806,0.419276117220854,262,33,0.0619089194327501,PCR,0.18396750618987714
Peptoniphilus__harei,Control_type,Paraffin,-1.72308383087137,0.920089531152627,262,63,0.0622447231255315,PCR,0.18421753636612825
Sphingomonas__panacis,Control_type,Buffer,-2.26442834418987,1.21061626011847,262,191,0.0625587987005601,PCR,0.1848978761055585
Rhodopseudomonas__sp.__P2A.2r,Control_type,Buffer,-0.728970290245146,0.391029745353972,262,27,0.0634336171569354,PCR,0.18672952181853908
Roseburia__intestinalis,Control_type,Buffer,1.21889499989859,0.654372974445057,262,35,0.063651067339379,PCR,0.18686864154716082
Sphingomonas__donggukensis,Control_type,Paraffin,1.64535612262357,0.884826871625226,262,75,0.0641001542100139,PCR,0.1879358326371035
Burkholderia__humptydooensis,Control_type,Buffer,0.565568461573837,0.304307557625284,262,27,0.0642397302037973,PCR,0.18809393003671848
Haemophilus__haemolyticus,Control_type,Buffer,1.41204295441469,0.763329825915592,262,48,0.0654880986313461,PCR,0.19098521194480217
Staphylococcus__pettenkoferi,Control_type,Paraffin,-1.42789501294705,0.771870912247429,262,38,0.0654782828755706,PCR,0.19098521194480217
Comamonas__odontotermitis,Control_type,Paraffin,-1.25209569711467,0.677647901508158,262,39,0.0657981000008755,PCR,0.19148404825684026
